N,P,K,temperature,humidity,ph,rainfall,label
30.6,145.04,257.93,16.74,74.01,5.52,81.78,grapes
29.45,78.94,51.73,17.6,45.27,6.41,97.5,kidneybeans
30.44,119.38,224.09,16.01,83.29,7.03,78.12,grapes
112.07,78.66,49.44,26.59,71.71,5.37,148.07,banana
50.97,67.19,103.18,19.17,28.23,6.21,64.83,chickpea
98.87,65.52,64.02,21.31,71.17,7.41,76.76,maize
29.68,72.8,66.49,17.42,45.84,5.89,77.38,kidneybeans
96.27,78.36,49.24,28.02,80.19,5.37,130.45,banana
30.82,72.34,63.22,21.9,40.85,6.6,90.76,kidneybeans
27.82,66.65,57.39,17.28,45.65,5.77,80.58,kidneybeans
23.9,128.31,232.81,17.02,75.36,6.37,86.29,apple
31.69,76.86,65.39,18.19,39.95,5.61,100.16,kidneybeans
106.67,62.31,53.72,21.42,68.64,7.65,65.7,maize
55.8,64.48,99.14,22.75,23.99,6.8,59.36,chickpea
107.57,63.83,58.17,19.21,58.42,6.36,82.53,maize
21.56,128.16,191.5,14.35,97.44,7.01,90.88,apple
100.0,43.18,44.56,25.65,84.33,6.12,232.17,rice
120.15,86.15,38.64,27.96,76.16,6.96,50.01,watermelon
109.57,65.32,58.36,22.0,67.6,6.37,78.57,maize
28.9,110.52,222.35,16.34,89.53,6.0,88.08,grapes
85.58,56.44,55.68,29.69,80.09,5.38,250.52,rice
25.64,123.37,221.83,16.48,87.4,6.5,79.58,apple
90.49,63.23,57.04,19.29,62.18,7.41,70.66,maize
62.12,61.46,93.98,21.13,24.09,5.92,63.58,chickpea
153.27,54.86,45.79,28.49,58.7,7.88,75.84,cotton
149.13,56.16,43.52,24.39,73.41,6.91,64.24,cotton
59.95,77.61,94.27,23.35,25.18,6.06,74.67,chickpea
124.92,76.97,58.01,28.05,74.31,6.9,147.67,banana
31.73,60.75,53.46,22.11,40.49,5.59,85.78,kidneybeans
89.17,54.36,42.89,27.44,81.66,6.76,228.49,rice
25.56,135.92,239.66,16.48,72.6,5.47,79.34,apple
125.7,87.86,40.53,27.74,84.74,6.01,40.16,watermelon
50.58,73.93,95.78,23.24,24.82,6.8,67.04,chickpea
27.54,141.98,206.3,16.26,92.04,6.07,88.67,apple
92.87,51.72,52.09,23.91,65.13,7.17,75.02,maize
103.09,71.8,53.34,24.41,77.32,6.13,122.93,banana
103.99,75.68,50.0,30.54,79.97,7.11,136.69,banana
122.18,71.05,57.15,25.03,82.83,5.36,123.81,banana
31.6,70.69,56.26,20.73,44.69,7.03,98.34,kidneybeans
49.78,60.93,100.15,21.45,25.28,5.97,59.56,chickpea
31.37,122.21,247.47,16.24,88.15,5.36,79.62,grapes
106.14,63.2,64.82,22.51,66.27,7.89,78.82,maize
92.07,64.57,68.17,20.69,69.35,5.89,78.46,maize
113.65,107.55,50.6,26.09,75.77,5.89,41.1,watermelon
123.68,83.68,56.74,27.57,78.05,6.33,153.72,banana
28.56,137.14,248.32,13.78,83.59,6.57,97.74,grapes
94.77,84.43,60.95,28.67,69.01,6.6,121.55,banana
95.39,66.11,66.79,24.98,55.28,7.23,82.85,maize
21.58,129.63,247.81,13.38,92.4,6.57,76.28,apple
52.32,62.82,114.95,21.62,23.89,6.42,74.58,chickpea
60.23,76.89,88.66,23.77,23.12,7.35,63.89,chickpea
25.97,72.97,62.34,21.75,36.52,6.02,93.46,kidneybeans
98.07,95.3,39.54,23.91,90.29,7.24,45.0,watermelon
91.74,45.49,42.87,24.93,84.37,6.85,196.17,rice
29.08,131.41,210.47,15.32,75.02,5.49,95.43,grapes
33.42,115.85,253.4,16.62,92.68,5.62,86.34,grapes
31.43,63.2,66.35,22.78,40.83,5.31,99.71,kidneybeans
158.1,49.84,57.1,27.43,58.06,6.13,79.75,cotton
62.52,60.96,88.26,24.07,27.04,6.55,64.89,chickpea
104.77,93.16,51.59,24.11,94.97,5.75,44.55,watermelon
23.02,117.0,235.35,15.91,78.49,6.34,97.3,apple
25.94,116.58,200.18,16.63,93.52,6.34,81.24,grapes
89.99,49.78,45.71,26.2,73.75,5.97,257.76,rice
104.15,52.53,64.84,23.04,62.17,7.2,64.75,maize
121.63,89.06,45.33,27.47,72.5,6.34,40.28,watermelon
114.39,97.93,41.96,28.54,89.82,6.0,49.4,watermelon
53.74,66.81,94.62,22.62,21.43,6.4,74.51,chickpea
107.43,104.84,46.07,28.26,73.12,7.29,43.45,watermelon
32.15,79.99,56.96,21.23,40.68,5.81,101.99,kidneybeans
25.2,143.9,214.76,13.48,75.74,5.89,95.07,apple
34.25,67.54,63.23,17.92,42.5,5.45,78.57,kidneybeans
25.75,60.45,66.06,19.09,43.98,5.32,100.57,kidneybeans
22.68,135.36,243.46,16.11,73.96,7.12,79.87,apple
160.46,54.75,42.52,21.77,68.83,6.95,78.48,cotton
52.96,78.55,100.49,21.03,27.76,6.77,64.65,chickpea
29.46,72.89,54.8,21.41,39.09,6.46,96.9,kidneybeans
23.46,112.89,221.59,15.53,73.05,6.62,92.85,apple
55.04,67.77,105.59,19.85,28.57,7.2,64.22,chickpea
114.7,47.08,51.82,27.89,91.12,7.03,205.28,rice
106.11,51.02,59.58,19.58,59.66,7.27,63.96,maize
62.91,78.73,107.87,20.51,28.48,7.76,64.08,chickpea
148.19,50.34,57.29,23.89,65.75,6.3,65.98,cotton
22.62,118.78,245.28,13.79,79.3,6.84,88.31,apple
49.14,63.02,109.23,20.93,25.98,6.95,71.8,chickpea
114.79,57.88,66.65,24.68,62.58,7.28,78.64,maize
59.37,61.25,92.87,19.72,26.16,7.59,61.28,chickpea
124.5,53.78,51.21,27.29,71.82,7.33,74.04,cotton
120.18,72.32,46.92,25.3,81.62,6.4,120.32,banana
99.44,75.74,59.8,26.81,69.74,6.49,134.62,banana
126.65,54.67,44.13,24.54,71.62,6.2,71.71,cotton
23.82,130.86,237.79,13.62,97.52,6.68,83.12,apple
113.62,79.89,60.99,27.03,69.07,5.65,126.75,banana
104.23,44.17,49.02,26.63,96.57,6.9,209.03,rice
27.36,122.75,218.59,13.87,79.66,5.7,89.62,grapes
26.33,79.21,62.82,22.01,46.54,6.46,95.62,kidneybeans
100.23,54.81,46.74,25.37,87.22,7.13,224.3,rice
128.72,47.54,49.69,25.07,67.81,6.49,69.81,cotton
28.1,60.24,67.61,21.5,43.79,6.32,78.16,kidneybeans
52.92,75.41,110.58,19.44,21.66,7.72,73.32,chickpea
33.81,134.1,235.87,15.33,84.22,5.44,86.73,grapes
160.16,50.09,47.95,25.33,63.5,7.82,63.75,cotton
152.48,43.41,47.18,24.52,73.96,7.43,70.75,cotton
92.61,42.74,54.33,25.74,90.94,6.44,243.33,rice
105.1,60.56,62.48,19.05,63.31,7.35,66.01,maize
100.22,70.24,53.97,29.08,82.24,5.32,148.72,banana
27.21,133.4,194.13,14.34,84.11,6.13,98.05,grapes
110.92,69.23,54.54,28.21,78.58,5.77,154.11,banana
47.06,77.49,108.28,20.28,26.66,7.12,65.76,chickpea
30.23,70.67,60.92,21.54,36.25,6.13,78.56,kidneybeans
22.3,142.73,232.52,13.59,78.54,7.04,91.79,apple
27.17,140.77,196.07,13.89,96.5,6.05,83.28,grapes
126.93,48.84,54.95,23.15,61.14,7.87,78.57,cotton
150.49,48.22,53.69,27.67,62.99,5.89,66.33,cotton
25.35,131.51,242.26,12.95,80.73,6.03,90.32,apple
96.65,51.64,63.75,22.48,58.95,7.37,68.75,maize
33.75,124.6,237.22,15.8,73.93,5.76,95.87,grapes
96.71,74.97,54.69,26.58,69.46,6.65,147.33,banana
33.21,62.49,55.08,17.75,36.45,5.42,95.15,kidneybeans
110.35,57.12,54.78,27.92,88.64,5.32,253.96,rice
27.51,115.35,228.77,15.13,72.38,6.43,80.7,apple
26.1,147.42,192.65,13.33,91.36,5.75,91.11,apple
87.19,43.4,49.09,26.87,77.45,6.4,212.35,rice
49.65,66.44,95.14,23.14,28.12,7.41,67.84,chickpea
26.45,115.04,199.94,16.26,72.71,5.35,78.99,apple
111.94,71.31,47.86,27.39,77.03,5.4,122.28,banana
21.38,129.82,221.13,14.02,76.39,6.6,85.67,apple
113.84,99.21,48.01,25.5,78.18,7.02,41.65,watermelon
22.33,138.75,244.28,16.66,80.54,6.03,91.16,apple
25.39,122.1,251.68,16.14,73.29,6.98,84.92,apple
33.55,60.17,52.15,19.58,42.45,5.49,82.55,kidneybeans
112.12,68.26,51.75,29.22,89.44,6.42,120.79,banana
98.71,53.34,48.65,28.25,76.19,6.14,256.67,rice
22.4,143.03,212.86,15.35,84.84,6.66,94.58,apple
115.9,75.74,56.29,29.54,72.79,5.52,142.28,banana
136.9,51.75,43.86,21.63,63.19,6.5,78.0,cotton
86.36,57.2,52.15,25.26,73.47,6.01,84.76,maize
114.21,70.95,60.36,24.66,75.12,6.22,154.13,banana
32.15,125.49,232.77,14.46,86.05,5.78,96.97,grapes
86.66,44.36,44.8,24.28,80.48,6.59,214.61,rice
29.82,133.77,244.91,15.75,96.16,5.41,76.75,grapes
102.56,86.09,53.36,28.47,75.52,6.41,135.52,banana
51.63,65.03,96.01,18.7,26.04,6.55,58.87,chickpea
55.63,59.65,86.96,23.12,27.05,7.54,63.52,chickpea
158.68,44.98,43.36,26.83,66.06,6.89,83.42,cotton
55.27,72.74,86.48,20.62,24.24,6.4,71.39,chickpea
56.92,80.29,98.27,19.66,21.59,7.45,59.14,chickpea
95.0,51.24,44.62,25.78,96.93,6.57,217.71,rice
32.1,139.18,204.41,16.34,79.45,6.74,84.99,grapes
97.57,107.19,51.0,22.39,83.56,6.84,48.52,watermelon
125.41,101.83,44.78,28.06,85.85,6.0,38.48,watermelon
32.49,67.54,56.99,17.36,46.6,5.76,88.4,kidneybeans
153.49,48.44,55.55,25.52,64.88,7.01,78.6,cotton
58.32,76.12,88.77,20.24,28.61,7.39,70.01,chickpea
27.19,148.1,194.79,16.46,94.53,6.64,87.63,grapes
129.46,46.78,49.22,26.02,60.55,7.48,65.55,cotton
115.08,73.9,53.66,27.98,80.81,6.26,153.5,banana
121.69,92.31,49.04,24.06,84.31,7.01,44.15,watermelon
21.7,139.07,200.14,14.9,79.18,5.51,96.0,apple
156.95,48.5,43.75,23.16,63.54,7.3,75.81,cotton
107.74,75.28,60.77,31.96,68.51,5.37,151.49,banana
109.13,95.05,45.47,23.99,92.28,7.44,45.43,watermelon
112.57,91.03,51.34,24.56,91.87,5.61,135.17,banana
102.13,75.62,53.21,27.51,77.57,6.97,130.27,banana
110.91,81.87,57.66,32.0,75.73,6.63,128.48,banana
113.8,96.15,47.03,22.31,85.59,5.92,46.54,watermelon
30.88,75.54,57.16,21.26,35.2,6.79,82.5,kidneybeans
134.73,46.95,44.78,22.78,55.99,7.78,77.21,cotton
115.42,96.95,39.58,23.72,73.96,6.6,45.47,watermelon
29.54,73.75,68.31,21.1,35.35,6.98,93.71,kidneybeans
29.66,140.17,240.07,13.44,96.02,5.73,74.18,grapes
32.33,60.41,64.33,22.55,37.01,6.73,89.6,kidneybeans
97.46,63.63,52.48,22.24,67.26,6.44,70.72,maize
116.55,75.19,53.54,26.63,86.75,6.56,131.04,banana
50.81,61.0,108.3,20.83,28.18,5.96,68.35,chickpea
93.96,53.7,64.78,24.64,70.96,7.53,77.25,maize
95.9,54.52,52.69,30.67,75.89,6.4,243.99,rice
160.24,51.5,47.47,25.59,74.03,7.14,73.17,cotton
26.29,74.78,59.0,22.96,44.74,5.81,98.25,kidneybeans
59.54,67.18,91.7,23.8,26.75,6.37,64.31,chickpea
29.43,73.09,51.67,17.96,36.53,5.75,98.2,kidneybeans
25.36,112.82,205.49,15.75,77.16,6.25,82.94,apple
49.49,70.3,98.39,19.88,28.37,7.13,74.12,chickpea
23.1,145.64,222.87,15.12,84.94,5.48,86.75,apple
113.04,61.42,58.52,19.71,61.68,6.65,82.5,maize
22.3,126.23,249.5,15.77,87.46,5.91,88.45,apple
27.3,126.21,231.6,15.33,96.29,6.05,90.25,apple
103.79,100.66,45.41,27.87,93.73,7.39,51.01,watermelon
25.0,130.52,253.02,13.09,93.52,6.46,96.87,apple
136.71,57.34,47.56,22.69,68.29,6.32,83.6,cotton
116.5,84.92,59.52,27.86,87.31,6.18,136.3,banana
111.41,53.02,46.64,23.03,96.43,5.43,239.86,rice
32.86,146.81,230.73,13.57,95.05,7.07,98.66,grapes
98.75,108.33,48.17,24.26,82.67,6.99,43.9,watermelon
125.88,44.56,52.94,23.43,58.07,6.32,80.59,cotton
157.52,47.41,53.73,24.89,56.58,7.0,69.2,cotton
137.23,47.89,55.56,22.74,58.95,5.95,72.63,cotton
111.41,90.36,43.07,21.38,80.53,6.77,46.29,watermelon
28.58,130.66,233.87,13.88,79.09,5.77,81.49,grapes
99.32,54.59,68.35,20.82,67.85,7.74,65.76,maize
143.63,52.67,43.36,25.05,71.54,7.64,73.25,cotton
34.34,116.16,214.31,15.6,91.24,6.85,88.92,grapes
33.68,59.67,56.04,20.17,46.17,6.57,88.55,kidneybeans
30.31,59.62,53.1,18.03,40.72,6.56,99.96,kidneybeans
118.68,87.87,39.98,26.97,75.65,7.03,50.37,watermelon
33.43,74.95,51.99,22.67,43.15,6.92,79.5,kidneybeans
30.53,69.23,51.48,17.01,38.08,7.05,99.02,kidneybeans
152.95,45.85,44.24,21.91,56.99,7.4,84.84,cotton
98.95,49.13,45.71,26.78,95.23,6.75,202.7,rice
27.16,139.69,232.08,15.99,97.45,5.85,91.49,apple
29.73,111.26,225.74,13.18,91.38,6.43,76.07,grapes
102.11,76.03,59.37,24.97,81.13,6.64,157.82,banana
106.35,52.67,67.58,24.62,65.39,7.32,72.13,maize
109.92,50.72,55.96,28.97,84.35,5.75,207.94,rice
96.56,79.86,52.71,30.84,77.38,6.18,119.92,banana
50.85,72.63,90.37,23.64,24.36,6.0,67.7,chickpea
29.11,71.9,52.83,22.55,46.88,5.39,102.83,kidneybeans
92.68,55.02,50.73,28.84,85.71,5.48,210.7,rice
25.89,122.01,202.78,15.32,89.32,6.63,84.59,apple
93.63,63.85,57.23,21.62,60.25,6.86,68.3,maize
59.07,62.73,98.78,20.89,21.91,5.89,70.74,chickpea
112.43,57.67,58.45,22.41,59.56,6.17,69.62,maize
126.95,49.64,55.95,22.15,73.51,6.24,64.18,cotton
27.44,144.06,220.87,13.59,76.7,5.4,75.4,apple
60.93,70.09,97.59,19.69,21.97,6.75,67.24,chickpea
61.92,69.33,98.67,23.22,26.58,6.73,59.77,chickpea
104.21,58.78,51.53,22.75,59.1,7.09,72.5,maize
108.88,55.41,55.98,24.65,78.61,5.46,243.91,rice
125.92,76.83,49.95,27.47,69.39,5.7,143.72,banana
24.28,133.54,252.73,14.04,78.6,6.86,77.2,apple
24.37,143.16,256.7,16.63,74.42,6.84,89.47,apple
100.82,56.99,54.75,29.44,75.78,5.74,234.53,rice
125.29,97.65,46.86,27.74,79.4,6.94,41.97,watermelon
30.9,125.58,205.65,13.2,74.34,6.6,85.5,grapes
50.41,77.47,85.65,24.12,26.42,6.34,66.05,chickpea
51.5,73.45,112.79,21.26,28.43,7.77,61.35,chickpea
88.59,50.54,53.93,24.45,77.77,6.17,240.16,rice
27.97,123.25,230.37,15.26,95.58,5.72,77.85,apple
106.24,63.63,53.95,24.99,65.45,7.49,79.97,maize
53.57,68.97,90.37,22.6,26.59,6.19,64.12,chickpea
94.27,114.2,45.76,24.93,78.24,7.32,40.03,watermelon
101.64,110.12,46.92,28.01,77.12,7.0,40.04,watermelon
97.87,88.81,61.91,31.4,76.5,6.02,142.39,banana
27.59,64.11,67.36,19.03,42.26,6.84,94.24,kidneybeans
87.73,60.79,54.33,24.54,62.45,6.79,69.67,maize
90.72,63.18,62.28,20.34,68.77,6.58,66.65,maize
106.35,56.41,52.07,29.38,85.22,5.5,204.82,rice
29.51,65.89,53.38,21.74,36.96,5.75,89.57,kidneybeans
94.58,85.43,53.04,32.18,69.88,5.41,158.29,banana
28.43,145.88,239.9,14.63,91.91,6.44,92.52,apple
108.17,61.59,60.01,20.98,55.73,6.08,73.11,maize
118.4,103.04,44.9,22.57,85.19,6.53,51.09,watermelon
32.29,148.42,214.08,14.61,91.4,6.19,88.18,grapes
96.27,98.3,41.97,22.74,85.14,5.86,48.33,watermelon
21.45,116.51,222.0,14.19,91.25,5.46,78.53,apple
28.51,117.2,255.11,13.75,89.96,5.91,89.82,apple
27.21,113.7,202.62,15.67,86.76,6.88,90.41,apple
119.87,68.16,60.49,24.02,72.88,7.02,142.99,banana
112.18,98.89,39.82,21.93,90.85,5.89,46.23,watermelon
148.72,46.24,51.63,26.55,58.82,7.91,81.72,cotton
103.81,46.85,56.85,26.86,92.77,6.54,211.33,rice
28.45,132.54,215.34,14.46,88.18,6.93,82.43,apple
27.6,137.69,234.67,13.24,96.48,6.74,74.87,apple
27.69,112.64,211.51,17.09,75.74,5.75,83.86,apple
29.16,123.84,254.9,15.99,86.34,6.18,80.91,grapes
104.75,46.62,50.99,28.5,91.24,5.36,232.18,rice
115.94,89.02,55.89,30.77,90.06,6.2,148.79,banana
31.04,127.59,200.89,15.44,73.3,7.01,93.96,grapes
27.68,71.47,52.78,20.47,35.02,5.67,81.67,kidneybeans
27.35,141.31,247.3,13.57,88.76,6.19,80.36,grapes
146.43,48.01,44.3,21.87,64.79,7.25,75.22,cotton
135.13,55.81,44.46,26.82,57.6,7.08,84.27,cotton
26.6,76.44,56.93,20.51,39.65,6.66,82.87,kidneybeans
160.93,53.79,53.6,28.09,55.42,6.48,82.25,cotton
124.11,114.92,46.79,24.93,84.32,7.23,48.38,watermelon
91.34,66.63,66.98,21.84,56.16,6.02,84.58,maize
31.53,137.69,228.38,12.93,87.29,5.66,89.16,grapes
28.43,75.86,56.87,17.59,43.92,6.89,86.64,kidneybeans
26.6,137.96,204.72,16.11,74.32,5.44,98.78,grapes
109.7,55.46,57.23,20.52,73.53,7.37,66.29,maize
31.33,71.94,67.39,17.39,38.6,5.9,77.03,kidneybeans
96.37,42.93,55.26,24.42,77.66,6.75,214.22,rice
27.99,143.83,247.45,13.49,91.43,5.27,91.38,apple
101.04,65.13,67.32,23.13,65.14,7.62,82.66,maize
25.55,140.75,245.71,16.82,91.95,5.35,78.72,grapes
25.78,113.09,196.98,16.76,75.96,6.46,83.59,grapes
146.7,43.55,43.36,25.14,58.6,7.64,72.99,cotton
31.33,61.41,59.64,18.83,43.5,6.87,96.68,kidneybeans
135.77,54.61,50.39,28.08,72.4,6.82,76.71,cotton
121.64,94.43,43.3,27.74,84.62,5.85,45.34,watermelon
93.22,65.82,60.09,22.89,57.67,5.93,72.13,maize
93.91,95.22,42.93,24.58,84.03,6.97,41.09,watermelon
30.96,144.31,241.78,13.32,87.93,6.74,97.15,grapes
23.42,134.74,194.12,14.46,73.28,6.08,74.64,apple
104.18,42.88,46.63,24.76,91.03,6.53,251.47,rice
101.16,67.79,63.53,19.61,67.26,7.08,69.21,maize
113.6,101.56,39.48,22.68,93.43,5.65,50.44,watermelon
133.98,45.1,48.53,23.62,62.84,6.81,65.24,cotton
49.83,67.11,106.52,19.48,22.98,7.43,69.29,chickpea
31.3,65.62,52.13,22.23,37.71,7.03,93.91,kidneybeans
98.53,83.07,54.96,30.56,71.42,6.89,141.98,banana
95.15,60.42,63.61,19.33,68.15,6.38,71.53,maize
100.35,105.99,45.05,27.47,92.5,5.7,48.69,watermelon
131.63,56.69,50.29,27.12,68.1,6.79,76.73,cotton
57.92,62.29,106.74,21.73,26.6,6.85,55.33,chickpea
101.5,68.15,59.31,23.38,63.8,6.47,79.34,maize
90.71,55.83,63.13,22.68,72.29,6.25,80.89,maize
27.24,74.61,61.67,19.94,35.62,6.28,84.81,kidneybeans
21.43,142.07,193.3,14.2,91.57,6.77,89.24,apple
47.84,78.97,114.57,24.42,24.92,6.44,64.17,chickpea
134.89,43.36,47.84,23.73,57.2,6.81,79.46,cotton
100.02,68.54,51.97,21.58,71.6,6.57,81.05,maize
111.27,105.24,42.71,25.52,94.59,7.37,40.2,watermelon
26.31,79.31,64.04,17.84,36.23,6.64,101.69,kidneybeans
25.75,131.02,239.93,16.29,86.13,6.4,79.13,apple
111.98,61.14,51.59,24.83,61.38,7.86,76.96,maize
21.27,123.94,218.75,15.74,97.28,6.95,88.73,apple
151.58,51.79,53.96,25.94,66.54,6.04,65.12,cotton
33.66,79.96,54.57,21.21,36.93,6.02,88.08,kidneybeans
27.36,133.89,216.06,14.09,87.66,6.04,83.76,grapes
103.84,109.22,46.41,26.65,90.55,6.78,45.73,watermelon
27.19,129.01,250.53,16.93,95.56,6.4,79.98,apple
120.16,82.48,52.98,23.97,87.84,6.69,146.07,banana
59.87,74.82,96.19,24.97,25.4,6.91,57.65,chickpea
94.99,85.73,52.61,27.57,77.81,6.11,154.06,banana
54.18,73.33,113.69,19.59,24.99,6.86,56.2,chickpea
32.44,137.76,226.86,12.94,96.39,5.84,89.28,grapes
29.42,77.23,65.06,21.71,41.49,5.28,102.26,kidneybeans
28.92,74.32,59.54,17.87,45.55,5.29,101.54,kidneybeans
152.92,53.79,44.83,22.99,69.41,6.63,84.05,cotton
51.81,66.73,106.16,23.56,27.66,7.12,69.83,chickpea
21.74,121.78,230.0,16.96,90.47,6.11,80.61,apple
27.45,117.95,204.39,16.68,89.06,6.42,97.45,grapes
32.87,78.89,59.63,18.87,39.31,6.79,100.52,kidneybeans
150.11,48.46,52.77,27.78,74.19,6.21,80.64,cotton
111.05,49.86,55.59,27.6,84.22,6.09,203.69,rice
125.49,70.34,50.36,32.02,78.08,6.29,125.98,banana
28.86,121.42,235.37,14.09,73.14,5.49,77.65,grapes
21.27,119.84,243.81,16.32,96.33,7.07,76.91,apple
28.01,74.83,64.25,18.48,38.88,6.35,100.58,kidneybeans
107.04,76.45,55.7,28.19,86.36,5.48,126.38,banana
123.99,95.12,50.3,23.16,92.83,6.48,45.66,watermelon
97.6,72.11,52.14,27.02,81.83,5.8,146.03,banana
122.76,108.32,40.88,27.29,87.92,6.41,38.26,watermelon
98.14,92.47,45.87,22.21,76.22,6.88,48.54,watermelon
33.84,60.36,57.42,21.25,40.82,6.19,99.34,kidneybeans
116.52,105.19,41.7,21.49,93.98,7.41,46.77,watermelon
27.72,147.24,213.22,15.53,85.28,6.71,91.43,apple
54.21,79.47,91.48,20.7,22.09,7.38,70.42,chickpea
34.11,68.57,67.52,22.15,38.97,5.77,79.15,kidneybeans
98.23,87.54,58.87,32.11,73.06,6.24,143.16,banana
53.06,79.67,103.37,22.83,22.96,6.27,58.23,chickpea
109.15,56.5,68.41,22.94,63.51,6.64,71.6,maize
156.9,48.63,51.9,25.93,72.18,6.21,70.35,cotton
142.76,45.41,49.04,23.16,73.06,7.36,75.22,cotton
101.31,89.6,49.62,31.3,86.14,6.05,121.7,banana
94.26,88.58,43.8,24.22,84.65,5.62,45.38,watermelon
26.44,130.29,210.95,13.33,94.75,5.9,93.14,apple
21.94,144.53,240.19,16.47,95.78,6.99,99.58,apple
34.4,71.38,67.1,20.77,41.41,6.38,85.96,kidneybeans
95.31,63.29,51.87,19.36,70.54,6.82,66.55,maize
26.54,146.05,208.85,13.83,88.69,6.31,75.32,grapes
107.94,74.8,56.99,31.57,88.57,7.12,152.85,banana
29.86,121.06,229.6,15.17,75.98,6.4,80.54,grapes
146.13,55.49,53.11,25.54,70.78,7.33,76.37,cotton
114.3,50.37,46.74,23.76,77.2,5.69,203.36,rice
26.72,75.51,63.69,20.34,35.35,5.88,79.62,kidneybeans
31.81,144.09,217.15,15.18,74.75,6.55,90.14,grapes
104.24,51.15,52.27,29.16,82.87,6.46,224.87,rice
122.99,99.04,40.09,28.29,72.26,6.02,45.75,watermelon
153.43,46.06,45.32,23.5,71.49,7.85,77.3,cotton
97.11,89.87,44.97,23.55,88.2,7.3,41.83,watermelon
90.18,46.22,49.07,26.51,85.58,5.57,216.42,rice
116.59,102.05,46.27,26.96,76.02,6.09,41.23,watermelon
50.27,66.47,95.82,20.14,26.89,6.86,74.68,chickpea
96.82,54.42,47.59,30.56,91.5,5.64,225.62,rice
98.79,69.07,62.1,31.46,68.61,6.4,152.94,banana
24.4,135.79,224.84,17.15,82.59,5.63,80.55,apple
61.82,68.82,85.75,21.89,25.0,6.17,73.26,chickpea
29.73,111.45,254.38,13.85,90.04,6.11,94.83,grapes
107.38,47.46,53.04,25.14,78.66,5.49,204.25,rice
52.21,62.19,104.66,19.36,25.9,7.62,61.45,chickpea
99.81,43.71,43.1,26.45,80.47,5.74,197.41,rice
104.07,68.75,56.67,26.99,90.48,5.94,137.06,banana
99.7,70.51,50.19,28.76,80.66,6.87,150.94,banana
27.38,60.49,51.33,22.29,39.24,5.57,98.85,kidneybeans
116.62,79.44,51.79,31.42,73.73,5.86,121.92,banana
159.56,55.96,45.21,25.74,58.76,7.01,81.76,cotton
31.14,75.93,57.26,17.03,37.75,5.49,90.82,kidneybeans
94.95,105.86,41.67,25.94,97.01,7.13,49.9,watermelon
25.57,142.27,225.35,16.88,91.94,6.63,83.56,apple
31.58,126.41,256.14,13.14,78.71,5.53,98.09,grapes
98.02,65.12,61.19,24.36,57.11,6.96,64.71,maize
24.83,128.8,215.63,15.19,78.99,6.37,88.6,apple
119.31,51.54,57.3,26.96,73.43,6.84,71.33,cotton
30.12,60.74,53.14,18.52,35.66,6.51,96.87,kidneybeans
99.68,89.6,49.09,23.91,79.39,5.89,126.46,banana
130.78,47.77,48.77,23.65,56.18,5.95,64.92,cotton
33.12,148.42,222.54,16.8,83.78,5.53,93.54,grapes
108.02,93.85,48.29,26.46,75.99,6.1,43.44,watermelon
53.43,71.89,112.19,22.34,25.33,7.82,64.46,chickpea
128.45,43.63,55.09,25.1,73.82,6.74,72.28,cotton
22.44,140.97,247.52,16.12,85.62,5.65,76.83,apple
22.15,136.84,225.83,15.35,95.87,5.48,86.51,apple
131.79,48.6,43.76,26.02,59.22,7.87,72.15,cotton
123.53,46.08,47.61,21.66,61.75,7.51,84.98,cotton
94.97,62.16,65.47,20.87,61.78,7.55,83.09,maize
96.87,47.15,47.59,25.65,76.54,6.22,198.95,rice
110.98,79.85,53.9,29.52,83.51,7.05,128.22,banana
25.58,131.57,224.5,13.17,96.99,6.77,90.86,grapes
125.18,114.11,42.43,26.99,92.69,6.42,40.48,watermelon
95.88,45.2,45.71,30.63,84.65,5.69,200.54,rice
32.24,139.81,226.58,14.58,85.08,6.2,94.96,grapes
28.61,149.03,221.96,16.89,76.16,6.27,83.35,grapes
51.23,68.84,110.88,21.1,25.65,7.75,63.32,chickpea
27.92,145.33,197.56,16.91,87.85,5.44,80.48,apple
158.12,56.46,57.3,27.68,72.9,7.38,70.36,cotton
33.56,74.11,55.56,19.8,46.37,6.46,101.41,kidneybeans
106.68,55.11,60.16,18.99,72.08,6.37,74.36,maize
26.9,132.2,202.34,16.08,97.26,6.33,91.37,apple
114.43,103.55,49.63,26.88,76.13,7.36,46.48,watermelon
93.55,53.73,49.23,27.28,80.14,6.77,222.91,rice
30.96,125.05,238.73,15.45,90.07,5.97,94.52,grapes
33.14,74.98,61.73,20.33,38.43,6.18,89.62,kidneybeans
50.28,75.58,112.78,20.38,28.46,6.69,62.99,chickpea
29.3,66.13,52.14,22.36,39.98,6.15,89.86,kidneybeans
27.95,68.31,67.42,19.14,38.42,6.26,101.78,kidneybeans
103.19,54.36,45.89,27.18,83.74,6.09,249.31,rice
153.08,52.12,53.25,27.98,62.87,6.5,64.93,cotton
32.95,129.03,238.74,14.05,74.84,6.32,97.46,grapes
96.56,51.15,46.32,28.69,72.29,6.99,227.6,rice
100.93,97.81,41.74,22.92,89.45,6.16,44.43,watermelon
85.28,54.57,56.02,28.44,76.28,6.09,214.58,rice
95.52,63.79,62.39,19.8,57.97,6.29,68.41,maize
131.35,50.52,48.36,21.83,70.14,7.27,67.2,cotton
